dataset,instance,run_index,run_seed,num_nodes,team_size,max_route_distance,total_score,reference_best_score,gap_to_reference_best_percent,success_reference_hit,cpu_time_seconds,iterations,iterations_to_convergence,last_improvement_iteration,stagnation_iterations,accepted_worse_moves,restarts_performed,num_lp_solves,num_labels_generated,status
chao,p5.2.t.txt,1,79008,66,2,50.0,1390.0,1390.0,0.0,1,0.11818510000011884,20,16,16,4,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.u.txt,0,80007,66,2,52.5,1460.0,1460.0,0.0,1,0.11706219999996392,20,20,20,0,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.u.txt,1,80008,66,2,52.5,1430.0,1460.0,2.054794520547945,0,0.12132350000047154,20,16,16,4,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.v.txt,0,81007,66,2,55.0,1475.0,1475.0,0.0,1,0.11520190000010189,20,8,8,12,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.v.txt,1,81008,66,2,55.0,1465.0,1475.0,0.6779661016949152,0,0.11105510000015784,20,10,10,10,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.w.txt,0,82007,66,2,57.5,1540.0,1540.0,0.0,1,0.13555529999939608,20,18,18,2,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.w.txt,1,82008,66,2,57.5,1520.0,1540.0,1.2987012987012987,0,0.11529049999990093,20,17,17,3,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.x.txt,0,83007,66,2,60.0,1590.0,1590.0,0.0,1,0.13763209999979154,20,17,17,3,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.x.txt,1,83008,66,2,60.0,1565.0,1590.0,1.5723270440251573,0,0.1270499000002019,20,3,3,17,4,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.y.txt,0,84007,66,2,62.5,1625.0,1625.0,0.0,1,0.11313600000084989,20,3,3,17,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.y.txt,1,84008,66,2,62.5,1615.0,1625.0,0.6153846153846154,0,0.12432720000015252,20,16,16,4,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.z.txt,0,85007,66,2,65.0,1665.0,1665.0,0.0,1,0.12283740000020771,20,1,1,19,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.2.z.txt,1,85008,66,2,65.0,1650.0,1665.0,0.9009009009009009,0,0.13237450000087847,20,13,13,7,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.a.txt,0,86007,66,3,1.7,0,0.0,0.0,1,0.0051289000002725516,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.a.txt,1,86008,66,3,1.7,0,0.0,0.0,1,0.0043902999996134895,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.b.txt,0,87007,66,3,3.3,15.0,15.0,0.0,1,0.026278199999978824,20,0,0,20,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.b.txt,1,87008,66,3,3.3,15.0,15.0,0.0,1,0.025673899999674177,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.c.txt,0,88007,66,3,5.0,20.0,20.0,0.0,1,0.026955700000144134,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.c.txt,1,88008,66,3,5.0,20.0,20.0,0.0,1,0.01901570000063657,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.d.txt,0,89007,66,3,6.7,60.0,60.0,0.0,1,0.031204999999317806,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.d.txt,1,89008,66,3,6.7,60.0,60.0,0.0,1,0.025475700000242796,20,0,0,20,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.e.txt,0,90007,66,3,8.3,95.0,95.0,0.0,1,0.038298800000120536,20,3,3,17,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.e.txt,1,90008,66,3,8.3,95.0,95.0,0.0,1,0.03324609999981476,20,4,4,16,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.f.txt,0,91007,66,3,10.0,110.0,110.0,0.0,1,0.03156570000010106,20,0,0,20,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.f.txt,1,91008,66,3,10.0,110.0,110.0,0.0,1,0.031263099999705446,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.g.txt,0,92007,66,3,11.7,185.0,185.0,0.0,1,0.04418919999989157,20,2,2,18,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.g.txt,1,92008,66,3,11.7,185.0,185.0,0.0,1,0.038601700000072015,20,5,5,15,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.h.txt,0,93007,66,3,13.3,260.0,260.0,0.0,1,0.05182849999982864,20,0,0,20,4,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.h.txt,1,93008,66,3,13.3,260.0,260.0,0.0,1,0.0508202999999412,20,7,7,13,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.i.txt,0,94007,66,3,15.0,335.0,335.0,0.0,1,0.0498528999996779,20,9,9,11,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.i.txt,1,94008,66,3,15.0,335.0,335.0,0.0,1,0.056709099999352475,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.j.txt,0,95007,66,3,16.7,470.0,470.0,0.0,1,0.06670649999978195,20,1,1,19,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.j.txt,1,95008,66,3,16.7,430.0,470.0,8.51063829787234,0,0.058381699999699777,20,4,4,16,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.k.txt,0,96007,66,3,18.3,485.0,485.0,0.0,1,0.08412950000001729,20,7,7,13,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.k.txt,1,96008,66,3,18.3,470.0,485.0,3.0927835051546393,0,0.06871060000048601,20,6,6,14,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.l.txt,0,97007,66,3,20.0,575.0,585.0,1.7094017094017095,0,0.07473819999995612,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.l.txt,1,97008,66,3,20.0,585.0,585.0,0.0,1,0.07950830000027054,20,2,2,18,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.m.txt,0,98007,66,3,21.7,645.0,650.0,0.7692307692307693,0,0.09322729999985313,20,2,2,18,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.m.txt,1,98008,66,3,21.7,650.0,650.0,0.0,1,0.09353489999921294,20,12,12,8,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.n.txt,0,99007,66,3,23.3,710.0,735.0,3.4013605442176873,0,0.10520660000020143,20,12,12,8,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.n.txt,1,99008,66,3,23.3,735.0,735.0,0.0,1,0.0858566000006249,20,20,20,0,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.o.txt,0,100007,66,3,25.0,820.0,820.0,0.0,1,0.1277911999995922,20,2,2,18,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.o.txt,1,100008,66,3,25.0,820.0,820.0,0.0,1,0.10045360000003711,20,14,14,6,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.p.txt,0,101007,66,3,26.7,990.0,990.0,0.0,1,0.10774239999955171,20,5,5,15,5,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.p.txt,1,101008,66,3,26.7,940.0,990.0,5.05050505050505,0,0.11253480000050331,20,18,18,2,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.q.txt,0,102007,66,3,28.3,1055.0,1055.0,0.0,1,0.12229490000026999,20,14,14,6,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.q.txt,1,102008,66,3,28.3,1035.0,1055.0,1.8957345971563981,0,0.1287148999999772,20,18,18,2,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.r.txt,0,103007,66,3,30.0,1100.0,1110.0,0.9009009009009009,0,0.11479569999937667,20,4,4,16,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.r.txt,1,103008,66,3,30.0,1110.0,1110.0,0.0,1,0.15198119999968185,20,5,5,15,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.s.txt,0,104007,66,3,31.7,1110.0,1155.0,3.896103896103896,0,0.11328990000038175,20,4,4,16,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.s.txt,1,104008,66,3,31.7,1155.0,1155.0,0.0,1,0.11283550000007381,20,3,3,17,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.t.txt,0,105007,66,3,33.3,1235.0,1255.0,1.593625498007968,0,0.12263660000007803,20,20,20,0,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.t.txt,1,105008,66,3,33.3,1255.0,1255.0,0.0,1,0.1120612999993682,20,15,15,5,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.u.txt,0,106007,66,3,35.0,1305.0,1335.0,2.247191011235955,0,0.1235207999998238,20,5,5,15,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.u.txt,1,106008,66,3,35.0,1335.0,1335.0,0.0,1,0.12801020000006247,20,7,7,13,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.v.txt,0,107007,66,3,36.7,1385.0,1390.0,0.3597122302158274,0,0.12824079999973037,20,4,4,16,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.v.txt,1,107008,66,3,36.7,1390.0,1390.0,0.0,1,0.1381943999995201,20,15,15,5,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.w.txt,0,108007,66,3,38.3,1370.0,1440.0,4.861111111111112,0,0.12447450000036042,20,18,18,2,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.w.txt,1,108008,66,3,38.3,1440.0,1440.0,0.0,1,0.12265430000024935,20,17,17,3,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.x.txt,0,109007,66,3,40.0,1525.0,1525.0,0.0,1,0.19242550000035408,20,15,15,5,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.x.txt,1,109008,66,3,40.0,1485.0,1525.0,2.622950819672131,0,0.12753199999951903,20,7,7,13,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.y.txt,0,110007,66,3,41.7,1565.0,1565.0,0.0,1,0.12858690000030037,20,17,17,3,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.y.txt,1,110008,66,3,41.7,1555.0,1565.0,0.6389776357827476,0,0.12258430000019871,20,10,10,10,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.z.txt,0,111007,66,3,43.3,1610.0,1610.0,0.0,1,0.13602479999917705,20,8,8,12,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.3.z.txt,1,111008,66,3,43.3,1585.0,1610.0,1.5527950310559007,0,0.11186309999993682,20,2,2,18,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.a.txt,0,112007,66,4,1.2,0,0.0,0.0,1,0.013608499999463675,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.a.txt,1,112008,66,4,1.2,0,0.0,0.0,1,0.0055787000001146225,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.b.txt,0,113007,66,4,2.5,0,0.0,0.0,1,0.007115000000339933,20,0,0,20,4,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.b.txt,1,113008,66,4,2.5,0,0.0,0.0,1,0.00753660000009404,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.c.txt,0,114007,66,4,3.8,20.0,20.0,0.0,1,0.02404949999981909,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.c.txt,1,114008,66,4,3.8,20.0,20.0,0.0,1,0.02472369999941293,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.d.txt,0,115007,66,4,5.0,20.0,20.0,0.0,1,0.03245249999963562,20,0,0,20,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.d.txt,1,115008,66,4,5.0,20.0,20.0,0.0,1,0.027985200000330224,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.e.txt,0,116007,66,4,6.2,20.0,20.0,0.0,1,0.024531399999432324,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.e.txt,1,116008,66,4,6.2,20.0,20.0,0.0,1,0.023619499999767868,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.f.txt,0,117007,66,4,7.5,80.0,80.0,0.0,1,0.03415260000019771,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.f.txt,1,117008,66,4,7.5,80.0,80.0,0.0,1,0.047608300000320014,20,0,0,20,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.g.txt,0,118007,66,4,8.8,140.0,140.0,0.0,1,0.04310079999959271,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.g.txt,1,118008,66,4,8.8,140.0,140.0,0.0,1,0.04663010000058421,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.h.txt,0,119007,66,4,10.0,140.0,140.0,0.0,1,0.04628049999973882,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.h.txt,1,119008,66,4,10.0,140.0,140.0,0.0,1,0.05174299999998766,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.i.txt,0,120007,66,4,11.2,240.0,240.0,0.0,1,0.051327799999853596,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.i.txt,1,120008,66,4,11.2,240.0,240.0,0.0,1,0.07617039999968256,20,20,20,0,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.j.txt,0,121007,66,4,12.5,340.0,340.0,0.0,1,0.07252319999952306,20,2,2,18,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.j.txt,1,121008,66,4,12.5,340.0,340.0,0.0,1,0.08197219999965455,20,2,2,18,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.k.txt,0,122007,66,4,13.8,340.0,340.0,0.0,1,0.06893260000015289,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.k.txt,1,122008,66,4,13.8,340.0,340.0,0.0,1,0.07525630000054662,20,0,0,20,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.l.txt,0,123007,66,4,15.0,425.0,425.0,0.0,1,0.08406210000066494,20,10,10,10,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.l.txt,1,123008,66,4,15.0,395.0,425.0,7.0588235294117645,0,0.07303820000015548,20,8,8,12,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.m.txt,0,124007,66,4,16.2,550.0,550.0,0.0,1,0.09667799999988347,20,1,1,19,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.m.txt,1,124008,66,4,16.2,480.0,550.0,12.727272727272727,0,0.07752849999997125,20,11,11,9,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.n.txt,0,125007,66,4,17.5,600.0,620.0,3.225806451612903,0,0.09694589999980963,20,7,7,13,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.n.txt,1,125008,66,4,17.5,620.0,620.0,0.0,1,0.09188929999982065,20,3,3,17,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.o.txt,0,126007,66,4,18.8,655.0,655.0,0.0,1,0.13539189999937662,20,7,7,13,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.o.txt,1,126008,66,4,18.8,640.0,655.0,2.2900763358778624,0,0.12698920000002545,20,10,10,10,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.p.txt,0,127007,66,4,20.0,760.0,760.0,0.0,1,0.12141609999980574,20,3,3,17,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.p.txt,1,127008,66,4,20.0,760.0,760.0,0.0,1,0.11814569999933155,20,20,20,0,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.q.txt,0,128007,66,4,21.2,830.0,860.0,3.488372093023256,0,0.11900950000017474,20,16,16,4,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.q.txt,1,128008,66,4,21.2,860.0,860.0,0.0,1,0.11575400000037916,20,17,17,3,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.r.txt,0,129007,66,4,22.5,870.0,890.0,2.247191011235955,0,0.1156741000004331,20,5,5,15,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.r.txt,1,129008,66,4,22.5,890.0,890.0,0.0,1,0.11194320000049629,20,7,7,13,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.s.txt,0,130007,66,4,23.8,1005.0,1005.0,0.0,1,0.12972640000043612,20,9,9,11,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.s.txt,1,130008,66,4,23.8,1000.0,1005.0,0.4975124378109453,0,0.13429070000074717,20,7,7,13,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.t.txt,0,131007,66,4,25.0,1095.0,1095.0,0.0,1,0.13938790000065637,20,3,3,17,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.t.txt,1,131008,66,4,25.0,1040.0,1095.0,5.0228310502283104,0,0.12122100000033242,20,3,3,17,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.u.txt,0,132007,66,4,26.2,1175.0,1175.0,0.0,1,0.13487720000011905,20,8,8,12,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.u.txt,1,132008,66,4,26.2,1165.0,1175.0,0.851063829787234,0,0.12757939999937662,20,10,10,10,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.v.txt,0,133007,66,4,27.5,1230.0,1285.0,4.280155642023346,0,0.1281915999998091,20,12,12,8,1,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.v.txt,1,133008,66,4,27.5,1285.0,1285.0,0.0,1,0.15008469999975205,20,9,9,11,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.w.txt,0,134007,66,4,28.8,1375.0,1375.0,0.0,1,0.1447705999999016,20,9,9,11,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.w.txt,1,134008,66,4,28.8,1370.0,1375.0,0.36363636363636365,0,0.12906779999957507,20,6,6,14,2,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.x.txt,0,135007,66,4,30.0,1390.0,1390.0,0.0,1,0.14909590000024764,20,5,5,15,5,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.x.txt,1,135008,66,4,30.0,1380.0,1390.0,0.7194244604316548,0,0.1361194000000978,20,20,20,0,5,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.y.txt,0,136007,66,4,31.2,1485.0,1485.0,0.0,1,0.12565989999984595,20,0,0,20,4,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.y.txt,1,136008,66,4,31.2,1465.0,1485.0,1.3468013468013467,0,0.11827619999985473,20,16,16,4,3,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.z.txt,0,137007,66,4,32.5,1535.0,1535.0,0.0,1,0.18746050000027026,20,12,12,8,0,1,N/A (ILS),N/A (ILS),ok
chao,p5.4.z.txt,1,137008,66,4,32.5,1485.0,1535.0,3.257328990228013,0,0.2272435000004407,20,7,7,13,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.a.txt,0,138007,64,2,7.5,0,0.0,0.0,1,0.005834300000060466,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.a.txt,1,138008,64,2,7.5,0,0.0,0.0,1,0.006182099999932689,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.b.txt,0,139007,64,2,10.0,0,0.0,0.0,1,0.006166999999550171,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.b.txt,1,139008,64,2,10.0,0,0.0,0.0,1,0.006286099999670114,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.c.txt,0,140007,64,2,12.5,0,0.0,0.0,1,0.005497099999956845,20,0,0,20,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.c.txt,1,140008,64,2,12.5,0,0.0,0.0,1,0.0034829999995054095,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.d.txt,0,141007,64,2,15.0,192.0,192.0,0.0,1,0.0702768000001015,20,3,3,17,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.d.txt,1,141008,64,2,15.0,192.0,192.0,0.0,1,0.07505599999967671,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.e.txt,0,142007,64,2,17.5,360.0,360.0,0.0,1,0.09316319999925327,20,0,0,20,4,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.e.txt,1,142008,64,2,17.5,360.0,360.0,0.0,1,0.07903600000008737,20,0,0,20,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.f.txt,0,143007,64,2,20.0,492.0,540.0,8.88888888888889,0,0.1098056999999244,20,2,2,18,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.f.txt,1,143008,64,2,20.0,540.0,540.0,0.0,1,0.13219010000011622,20,4,4,16,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.g.txt,0,144007,64,2,22.5,624.0,660.0,5.454545454545454,0,0.15147820000038337,20,5,5,15,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.g.txt,1,144008,64,2,22.5,660.0,660.0,0.0,1,0.1238986999996996,20,8,8,12,3,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.h.txt,0,145007,64,2,25.0,780.0,780.0,0.0,1,0.08105830000022252,20,14,14,6,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.h.txt,1,145008,64,2,25.0,732.0,780.0,6.153846153846154,0,0.10175049999998009,20,12,12,8,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.i.txt,0,146007,64,2,27.5,888.0,888.0,0.0,1,0.1003712000001542,20,13,13,7,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.i.txt,1,146008,64,2,27.5,888.0,888.0,0.0,1,0.11241850000078557,20,5,5,15,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.j.txt,0,147007,64,2,30.0,936.0,936.0,0.0,1,0.11414719999993395,20,20,20,0,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.j.txt,1,147008,64,2,30.0,930.0,936.0,0.641025641025641,0,0.12261769999986427,20,15,15,5,3,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.k.txt,0,148007,64,2,32.5,1032.0,1032.0,0.0,1,0.1236018999998123,20,11,11,9,5,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.k.txt,1,148008,64,2,32.5,1032.0,1032.0,0.0,1,0.11652719999983674,20,12,12,8,4,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.l.txt,0,149007,64,2,35.0,1104.0,1104.0,0.0,1,0.1265997000000425,20,19,19,1,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.l.txt,1,149008,64,2,35.0,1098.0,1104.0,0.5434782608695652,0,0.0985806999997294,20,2,2,18,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.m.txt,0,150007,64,2,37.5,1140.0,1164.0,2.0618556701030926,0,0.10118129999955272,20,4,4,16,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.m.txt,1,150008,64,2,37.5,1164.0,1164.0,0.0,1,0.11519440000029135,20,4,4,16,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.n.txt,0,151007,64,2,40.0,1242.0,1242.0,0.0,1,0.11715019999974174,20,18,18,2,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.2.n.txt,1,151008,64,2,40.0,1236.0,1242.0,0.4830917874396135,0,0.1235183999997389,20,7,7,13,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.a.txt,0,152007,64,3,5.0,0,0.0,0.0,1,0.004648699999961536,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.a.txt,1,152008,64,3,5.0,0,0.0,0.0,1,0.004621699999916018,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.b.txt,0,153007,64,3,6.7,0,0.0,0.0,1,0.0046716999995624064,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.b.txt,1,153008,64,3,6.7,0,0.0,0.0,1,0.004570900000544498,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.c.txt,0,154007,64,3,8.3,0,0.0,0.0,1,0.004633999999896332,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.c.txt,1,154008,64,3,8.3,0,0.0,0.0,1,0.004560200000014447,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.d.txt,0,155007,64,3,10.0,0,0.0,0.0,1,0.004575600000862323,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.d.txt,1,155008,64,3,10.0,0,0.0,0.0,1,0.004742999999507447,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.e.txt,0,156007,64,3,11.7,0,0.0,0.0,1,0.004745899999761605,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.e.txt,1,156008,64,3,11.7,0,0.0,0.0,1,0.004743899999994028,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.f.txt,0,157007,64,3,13.3,0,0.0,0.0,1,0.004768300000250747,20,0,0,20,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.f.txt,1,157008,64,3,13.3,0,0.0,0.0,1,0.004535300000497955,20,0,0,20,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.g.txt,0,158007,64,3,15.0,276.0,276.0,0.0,1,0.05278159999943455,20,6,6,14,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.g.txt,1,158008,64,3,15.0,276.0,276.0,0.0,1,0.05861600000025646,20,0,0,20,3,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.h.txt,0,159007,64,3,16.7,438.0,438.0,0.0,1,0.07049189999997907,20,9,9,11,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.h.txt,1,159008,64,3,16.7,432.0,438.0,1.36986301369863,0,0.07092720000036934,20,20,20,0,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.i.txt,0,160007,64,3,18.3,600.0,612.0,1.9607843137254901,0,0.0940110999999888,20,14,14,6,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.i.txt,1,160008,64,3,18.3,612.0,612.0,0.0,1,0.10063850000005914,20,17,17,3,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.j.txt,0,161007,64,3,20.0,828.0,828.0,0.0,1,0.10587159999977303,20,11,11,9,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.j.txt,1,161008,64,3,20.0,756.0,828.0,8.695652173913043,0,0.11143549999997049,20,6,6,14,0,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.k.txt,0,162007,64,3,21.7,810.0,840.0,3.571428571428571,0,0.1204344999996465,20,1,1,19,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.k.txt,1,162008,64,3,21.7,840.0,840.0,0.0,1,0.11332589999983611,20,13,13,7,1,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.l.txt,0,163007,64,3,23.3,972.0,996.0,2.4096385542168677,0,0.11126309999963269,20,19,19,1,2,1,N/A (ILS),N/A (ILS),ok
chao,p6.3.l.txt,1,163008,64,3,23.3,996.0,996.0,0.0,1,0.106875399999808,20,16,16,4,0,1,N/A (ILS),N/A (ILS),ok
