dataset,instance,run_index,run_seed,num_nodes,team_size,max_route_distance,total_score,reference_best_score,gap_to_reference_best_percent,success_reference_hit,cpu_time_seconds,iterations,iterations_to_convergence,last_improvement_iteration,stagnation_iterations,accepted_worse_moves,restarts_performed,num_lp_solves,num_labels_generated,status
chao,p7.2.a.txt,0,180007,102,2,10.0,30.0,30.0,0.0,1,0.0479010000017297,1,1,1,0,0,0,1,4768,ok
chao,p7.2.b.txt,0,181007,102,2,20.0,64.0,64.0,0.0,1,0.09455779999916558,2,2,2,0,0,0,2,18944,ok
chao,p7.2.c.txt,0,182007,102,2,30.0,96.0,96.0,0.0,1,0.11644220000016503,2,2,2,0,0,0,2,31360,ok
chao,p7.2.d.txt,0,183007,102,2,40.0,136.0,136.0,0.0,1,0.17581849999987753,2,2,2,0,0,0,2,64960,ok
chao,p7.2.e.txt,0,184007,102,2,50.0,178.0,178.0,0.0,1,0.28971310000270023,2,2,2,0,0,0,2,109824,ok
chao,p7.2.f.txt,0,185007,102,2,60.0,201.0,201.0,0.0,1,0.449044100001629,2,2,2,0,0,0,2,136320,ok
chao,p7.2.g.txt,0,186007,102,2,70.0,247.0,247.0,0.0,1,0.6228020000016841,2,2,2,0,0,0,2,231296,ok
chao,p7.2.h.txt,0,187007,102,2,80.0,290.0,290.0,0.0,1,0.8782262999993691,2,2,2,0,0,0,2,306880,ok
chao,p7.2.i.txt,0,188007,102,2,90.0,314.0,314.0,0.0,1,1.0947653000002902,2,2,2,0,0,0,2,306880,ok
chao,p7.2.j.txt,0,189007,102,2,100.0,314.0,314.0,0.0,1,1.2493329999997513,2,2,2,0,0,0,2,306880,ok
chao,p7.2.k.txt,0,190007,102,2,110.0,314.0,314.0,0.0,1,1.3433159999985946,2,2,2,0,0,0,2,306880,ok
chao,p7.2.l.txt,0,191007,102,2,120.0,314.0,314.0,0.0,1,1.429950400000962,2,2,2,0,0,0,2,306880,ok
chao,p7.2.m.txt,0,192007,102,2,130.0,314.0,314.0,0.0,1,1.4885926000024483,2,2,2,0,0,0,2,306880,ok
